Date,open,high,low,close,volume,macd,macds,macdh,boll,boll_ub,boll_lb,trix,volume_delta,middle,cr,rsv_9,kdjk,kdjd,kdjj,rsi_6,rsi_12,wr_10,wr_6,cci,tr,atr,dma,high_delta,low_delta,pdi,mdi,dx,adx,adxr,change,vr,direction_up,direction_down,direction
2010-07-15,19.94,21.5,19.0,19.89,3739800.0,-0.1652196291848398,-0.32014811034482077,0.30985696231996196,19.21416666666667,24.77558217211512,13.652751161218223,-1.3349881848859744,-455400.0,20.13,99.75929575130297,60.46798029556649,37.77535456035943,27.459505626214963,58.40705242864837,56.654425937266666,44.81124709993897,55.11882998171846,27.150084317032032,20.346715166884753,2.5,2.778694028489437,-0.9291666666666671,1.3500000000000014,1.2398999999999987,30.076988610666884,16.085032706830496,30.310535597220127,20.63359001180575,22.39402614485086,0.2520161290322509,36.22740049893847,1.0,0.0,0.03770739064856721
2010-07-16,20.7,21.3,20.05,20.64,2621300.0,-0.03957900359741018,-0.2607699395331644,0.44238187187150846,19.323846153846155,24.706915528973685,13.940776778718625,-1.1222435255644243,-1118500.0,20.66333333333333,105.75606446762869,86.80981595092025,54.1201750238797,36.34639542543654,89.66773422076602,63.153676778491636,49.91411671929737,30.29556650246306,17.373737373737363,33.843318474056026,1.4100000000000001,2.6127267169526123,-1.1708461538461563,-0.1999999999999993,1.0500000000000007,26.936480578806478,14.405503713338671,30.310535597220124,23.448075123023045,22.70059035246931,3.7707390648567207,41.40912559253886,1.0,0.0,0.06153100775193798
2010-07-19,21.37,22.25,20.92,21.91,2486500.0,0.12858306435854416,-0.17931700061661157,0.6158001299503115,19.508571428571432,24.862010910410586,14.15513194673228,-0.880065309044065,-134800.0,21.69333333333333,114.48376391206297,95.3232462173315,67.85453208836363,46.849107646412236,109.86538097226642,71.75831853858263,57.220904702361814,4.676753782668499,6.355140186915883,59.61630277725588,1.6099999999999994,2.496907836596231,-1.084571428571433,0.9499999999999993,0.870000000000001,29.705726718199067,12.75054009021874,39.935651206663835,28.21891893338382,24.297373507266393,6.153100775193798,46.32438117001467,0.0,1.0,-0.07348242811501593
2010-07-20,21.85,21.85,20.05,20.3,1825300.0,0.1582219303839132,-0.10934737714952518,0.5351386150668768,19.561333333333337,24.73620043537659,14.386466231290086,-0.6756122125407616,-661200.0,20.733333333333334,105.7833493080429,70.80838323353295,68.8391491367534,54.17912147652596,98.1592044572083,52.948145485806656,47.61449569183729,26.822558459422275,36.4485981308411,35.965876460841216,1.8599999999999994,2.4264480180250434,-0.7183333333333373,-0.3999999999999986,-0.870000000000001,25.953069226510085,16.553225649160417,22.114003596041236,26.458817774903448,24.920537031941045,-7.348242811501593,44.71111009354603,0.0,1.0,-0.003940886699507429
2010-07-21,20.66,20.9,19.5,20.22,1252500.0,0.17387106783580464,-0.05106313251227233,0.44986840069615397,19.602500000000006,24.61273219688137,14.592267803118641,-0.5065655595121584,-572800.0,20.206666666666667,100.37882505659425,64.38596491228068,67.35475439526249,58.5709991161048,84.92226495357787,52.133289198651184,47.18509390323419,30.38922155688625,45.21258825363598,39.226504822213236,1.3999999999999986,2.3171774996376073,-0.3175000000000061,-0.9500000000000028,-0.5500000000000007,23.144869916255395,18.283636838710397,11.734029194673571,22.224517012694353,24.145262089266858,-0.3940886699507429,43.66759091552812,1.0,0.0,0.03857566765578646
2010-07-22,20.5,21.25,20.37,21.0,957800.0,0.23191794101534668,0.006836874441970857,0.45016213314675163,19.684705882352947,24.58297658560659,14.786435179099303,-0.3507948864437805,-294700.0,20.873333333333335,105.3337871424275,76.6355140186916,70.44834093640551,62.53011305620503,86.28479669680648,59.437037453076776,51.807783553566495,21.92982456140351,38.46153846153847,73.84707838008212,1.0300000000000011,2.1847881510196956,-0.045705882352947924,0.3500000000000014,0.870000000000001,23.300921562556855,16.557156519225384,16.919443605620852,20.701790204253445,23.156874832187416,3.857566765578646,45.452360188725656,1.0,0.0,0.013809523809523716
2010-07-23,21.19,21.56,21.06,21.29,653600.0,0.2918098469278938,0.06487702738380086,0.4538656390881859,19.773888888888894,24.58578658908205,14.961991188695738,-0.20656716111092008,-304200.0,21.30333333333333,108.59488040019632,82.05607476635512,74.31758554638871,66.45927055293292,90.03421553330028,62.02241624176757,53.45996186399392,17.943925233644872,34.90909090909094,85.26754676135897,0.5599999999999987,2.0227660830254885,0.2541111111111043,0.3099999999999987,0.6899999999999977,23.746999777349462,15.302542962954488,21.6249825780399,20.96642736295992,22.52897342072468,1.3809523809523716,46.67028167229415,0.0,1.0,-0.015969938938468764
2010-07-26,21.5,21.5,20.3,20.95,922200.0,0.3124774042254259,0.11512119755552723,0.39471241333979734,19.835789473684216,24.543146910196523,15.128432037171908,-0.08586686217778712,268600.0,20.916666666666668,104.54721286208621,71.04612574890307,73.22709894722682,68.71521335103088,82.25087013961871,56.91842895038269,51.21431796624203,24.299065420560755,47.2727272727273,62.39602685156327,1.1999999999999993,1.9429779942764192,0.5822105263157802,-0.05999999999999872,-0.759999999999998,21.19315268448151,19.240424029168,4.829472962886093,16.345042977205004,20.757987466017788,-1.5969938938468764,45.881833536676965,0.0,1.0,-0.019093078758949833
2010-07-27,20.91,21.18,20.26,20.55,619700.0,0.2985623811870859,0.15223735443619982,0.29265005350177214,19.871500000000005,24.464424879351768,15.27857512064824,0.00471735443859177,-302500.0,20.663333333333338,102.68426535972652,47.692307692307715,64.71550186225377,67.38197618810517,59.38255321055098,50.99405123863297,48.59451212497974,37.8627586360498,55.319148936170215,45.47238272608513,0.9199999999999982,1.8462454819028293,0.7874999999999943,-0.3200000000000003,-0.03999999999999915,19.149477856813256,17.69143810284981,3.9576642327781646,12.799859841060732,18.480425728917044,-1.9093078758949833,45.36680970382433,1.0,0.0,0.008272506082724895
2010-07-28,20.55,20.9,20.51,20.72,467200.0,0.2954799351589763,0.18115256633764665,0.2286547376426593,19.713000000000005,23.925018393522095,15.500981606477913,0.07486612956194096,-152500.0,20.709999999999997,103.03065195528285,44.363636363636324,57.93154669604795,64.2318330240861,45.330974039971665,53.46433009625738,49.78543840520963,47.07692307692311,40.776699029126235,42.102984179533856,0.389999999999997,1.7116565147072043,0.8350952380952315,-0.28000000000000114,0.25,17.75766390313837,16.405596755308256,3.957664232778154,10.270495151052318,16.131924357649055,0.8272506082724895,46.21307766573503,0.0,1.0,-0.017857142857142683
