index,Date,open,high,low,close,volume,macd,macds,macdh,boll,boll_ub,boll_lb,trix,volume_delta,middle,cr,rsv_9,kdjk,kdjd,kdjj,rsi_6,rsi_12,wr_10,wr_6,cci,tr,atr,dma,high_delta,low_delta,pdi,mdi,dx,adx,adxr,change,vr,prediction
7966,2017-11-02,83.35,84.46,83.12,84.05,23822964.0,2.1951819648882065,1.6753257846311178,1.0397123605141774,79.11849999999987,84.74893711494019,73.48806288505958,0.39476109477828897,1783329.0,83.87666666666667,281.2360053739339,73.74847374847367,70.66343713072756,73.08950196927884,65.81130745362498,86.46101591326679,84.91363974400349,26.25152625152633,28.859060402684626,95.27676166739843,1.3399999999999892,1.2362995157379624,5.020800000000094,0.6999999999999886,0.2400000000000091,59.7848153988068,10.07829392028253,71.14845297179252,68.40257227734425,64.74039898313542,1.0459245010819849,457.23987549439863,1812.8464
7967,2017-11-03,84.08,84.54,83.4,84.14,17569120.0,2.2713760397389398,1.7945358356526824,0.953680408172514,79.52549999999988,85.37917352046921,73.67182647953054,0.42004443974106,-6253844.0,84.02666666666667,284.75555555555354,74.84737484737481,72.05808303627664,72.7456956582781,70.68285779227375,86.78455617943834,85.11126233880955,25.152625152625184,62.048192771084274,82.41275632579497,1.1400000000000006,1.2294209788995365,5.324800000000097,0.0800000000000125,0.28000000000000114,52.971017251430595,8.783390522337262,71.55380210424984,69.30292365646011,66.0439774612282,0.1070791195716847,464.56480402300116,1822.3258
7968,2017-11-06,84.2,84.7,84.0825,84.47,19039847.0,2.331512411320133,1.9019311507861731,0.8591625210679212,79.9344999999999,85.97637309750435,73.89262690249542,0.4409862129467732,1470727.0,84.4175,282.82222222222026,78.87667887667881,74.3309483164107,73.27411321098896,76.44461852725419,88.04190803286602,85.85255569417167,21.12332112332118,12.637362637362804,78.79981616439663,0.6175000000000068,1.18571233754957,5.655800000000099,0.1599999999999966,0.6824999999999903,49.39971866976393,7.892881211108848,72.44711803087891,70.20126490629406,67.23177387410415,0.3922034704064714,467.1015739864456,1850.9901
7969,2017-11-07,84.77,84.9,83.93,84.27,17152583.0,2.336103444196325,1.988765609468204,0.6946756694562439,80.3334999999999,86.41583429912777,74.25116570087201,0.4552463232796813,-1887264.0,84.36666666666667,262.9529080087692,74.09395973154355,74.25195212145498,73.60005951447765,75.55573733540967,82.34413620640835,83.11650512489419,23.56532356532366,31.188118811881512,68.22157749781512,0.9699999999999988,1.1703043134388862,5.96800000000009,0.20000000000000284,-0.1524999999999892,45.65536886280835,6.930557850275335,73.64101658571333,71.18405110041385,68.36099593876405,-0.23677045104770755,379.94058132847806,1825.8373
7970,2017-11-09,84.11,84.27,82.9,84.09,20924172.0,2.2987191714446737,2.050756321863498,0.4959256991623517,80.7169999999999,86.7271601695119,74.70683983048787,0.4619279857498504,3771589.0,83.75333333333334,230.38408144377485,36.44578313253028,61.6498957918134,69.61667160692289,45.716344161594435,76.96476735478956,80.59471732805972,28.322147651006688,40.09900990099001,46.21601225675766,1.3699999999999903,1.1845682910503936,6.293200000000097,-0.6300000000000097,-1.0300000000000011,39.091528489101684,17.527690892976718,38.0857204169624,61.72738519085628,66.46567858221898,-0.2135991456034048,351.087945261704,1824.6046
7971,2017-11-10,83.79,84.095,83.23,83.87,19340435.0,2.2256834116370072,2.0857417398182,0.27988334363761513,81.05449999999989,86.97154931799692,75.13745068200286,0.4608094809534754,-1583737.0,83.73166666666667,236.68846554828758,49.00990099009921,57.436564191242,65.55663580169593,41.196420970334145,70.23523186195489,77.46111593947347,70.18072289156606,51.500000000000064,40.269883649183,0.8649999999999949,1.1617419845467938,6.607000000000099,-0.17499999999999716,0.3299999999999983,34.54499732682718,15.489136865347678,38.08572041696239,54.972623826886604,63.18194865212402,-0.2616244499940579,292.12757498659505,1832.9696
7972,2017-11-13,83.66,83.94,83.46,83.93,14080820.0,2.1478840737633793,2.0981702066072354,0.09942773431228692,81.37649999999991,87.1765663335614,75.57643366643838,0.4535967856124834,-5259615.0,83.77666666666666,212.62296589132862,51.98019801980229,55.61777546742876,62.24368235694021,42.365961688405854,71.06327380837755,77.71886178726132,48.01980198019771,48.499999999999936,36.99983059739082,0.4800000000000039,1.113046128507737,6.435800000000113,-0.15500000000000114,0.22999999999998974,31.248831196702014,14.011216116435545,38.08572041696239,50.147794281193974,59.457904546144,0.07153928699177302,287.3524486253576,1828.2808
7973,2017-11-14,83.5,84.1,82.98,84.05,18604034.0,2.072025514759673,2.0929412682377233,-0.041831506956099496,81.6964999999999,87.33483598073107,76.0581640192687,0.44202484436033374,4523214.0,83.71,198.08764256924675,57.920792079207715,56.38544767135507,60.29093746174516,48.5744680905749,72.87436762195628,78.26125261968042,42.079207920792285,42.50000000000042,28.807951509880727,1.1199999999999903,1.1135428336143272,6.2496000000001155,0.1599999999999966,-0.4799999999999898,27.070240074665843,17.885058935927983,20.431809688493786,41.657512968993906,54.37207838124397,0.1429762897652731,290.9190364705323,1828.4325
7974,2017-11-15,83.47,83.69,82.69,82.98,19097333.0,1.9036232190757545,2.055077658405329,-0.3029088786591494,81.96599999999991,87.28405029568127,76.64794970431852,0.4220186170023833,493299.0,83.12,172.81334885525726,13.122171945701592,41.964355762803905,54.18207689543139,17.52891349754891,43.64538662697956,63.27764565639575,86.8778280542984,86.8778280542984,-34.02216860731437,1.3599999999999994,1.1311469169275892,6.042200000000122,-0.4099999999999966,-0.29000000000000625,23.09575222855048,18.67751070156406,10.576721129919898,32.77728672925848,48.202137909248115,-1.2730517549077836,248.2388236469547,1832.4182
7975,2017-11-16,83.1,83.42,82.94,83.2,20659209.0,1.7675402441772263,1.9975701755597088,-0.4600598627649646,82.24549999999991,87.17283503288975,77.31816496711006,0.3977030927121718,1561876.0,83.18666666666667,170.53660789899058,23.076923076923226,35.66854486751034,48.010899552791045,10.98383549694893,48.72004340045439,64.78969788695093,76.92307692307678,67.7215189873414,-125.08046763319928,0.4800000000000039,1.0846364228613332,5.848200000000119,-0.269999999999996,0.25,20.87464203970392,16.881301212000345,10.576721129919905,26.43426798659031,41.982746502774454,0.26512412629549065,268.80771080575954,1831.0925
7976,2017-11-17,83.12,83.12,82.24,82.4,21715498.0,1.5769619562176729,1.9134485316913012,-0.6729731509472572,82.4699999999999,86.95489394347705,77.98510605652277,0.3672811687443431,1056289.0,82.58666666666666,161.44710798328498,6.015037593985344,25.784042443002008,40.601947182861366,-3.851767036716709,34.97642316616283,55.6928382342075,93.98496240601465,91.39784946236502,-195.1713141213027,0.9600000000000078,1.0757338212283811,5.522000000000119,-0.2999999999999972,-0.7000000000000028,18.24107761650637,23.42778833807917,12.447448719208579,22.438033910195532,36.398542904894754,-0.961538461538458,226.18908010096595,1830.3145
7977,2017-11-20,82.4,82.59,82.25,82.53,16072495.0,1.420047776691305,1.8147683806913024,-0.7894412079999937,82.6559999999999,86.79716383336412,78.51483616663569,0.3344239104615561,-5643003.0,82.45666666666666,148.17372730509027,10.902255639097936,20.823446841700648,34.009113735807794,-5.547886946513644,38.36676178920516,56.768867487930116,89.09774436090206,84.4086021505373,-161.660621018943,0.3400000000000034,1.0231814054263544,5.190000000000126,-0.5300000000000011,0.010000000000005116,16.620908883318798,21.346937033617586,12.447448719208591,19.583580998484976,31.594268074491964,0.15776699029126373,225.77797291344442,1827.5214
7978,2017-11-21,82.74,83.84,82.74,83.72,21033981.0,1.3758552112311688,1.7269857467992755,-0.7022610711362134,82.90049999999991,86.64938320212616,79.15161679787366,0.3063802548485229,4961486.0,83.43333333333334,151.9330722677105,72.90640394088686,38.18443254142939,35.40088667101499,43.75152428225819,60.81153854391804,65.20681006542918,44.360902255639175,20.43010752688148,-16.91391035740695,1.3100000000000025,1.0436684478959006,4.935800000000128,1.25,0.4899999999999949,30.09133566563819,18.137513437037626,24.78562613665468,21.069879609390608,28.587299941605863,1.4418999151823542,229.1472192524234,1837.0377
7979,2017-11-22,83.83,83.9,83.04,83.11,20213704.0,1.2768911760560402,1.6369668326506284,-0.7201513131891768,83.1129999999999,86.34351959321262,79.88248040678721,0.27915964238493524,-820277.0,83.35000000000002,151.20123275197858,46.77419354838736,41.047686210415385,37.28315318414845,48.576752262949235,49.68228607037585,58.790057774929544,57.14285714285694,47.5903614457832,-30.070916719298676,0.8599999999999994,1.0305492730461934,4.6512000000001175,0.060000000000002274,0.30000000000001137,27.18743746030068,15.919287762626158,26.140119991488966,22.518519718561567,26.853362735021772,-0.7286192068800768,198.57801051681432,1827.9188
7980,2017-11-24,83.01,83.43,82.78,83.26,7425503.0,1.1967695966332883,1.5489273854471606,-0.7043155776277445,83.34449999999991,85.79075148253702,80.89824851746278,0.2538393607463096,-12788201.0,83.15666666666667,149.01974272545903,54.83870967741992,45.644694032750216,40.07033346701571,56.793415164219255,52.26039630526884,59.849942125961704,45.16129032258008,38.554216867469655,-50.100543362033825,0.6500000000000057,1.0033671821143229,4.407200000000118,-0.4699999999999989,-0.2600000000000051,24.20077297934597,17.625514058004093,15.720398311880512,20.57619931665269,25.05988747263061,0.1804836963060996,220.80906057625,1824.7556
7981,2017-11-27,83.31,83.98,83.3,83.87,17603760.0,1.169018848121098,1.4729456779819483,-0.6078536597217004,83.59999999999991,84.75872888615231,82.44127111384748,0.23308929238013645,10178257.0,83.71666666666668,154.30297978745554,87.63440860215107,59.64126555588385,46.59397749663842,85.73584167437468,61.80937930409792,63.961873148296434,12.365591397848913,6.321839080459704,35.26980275864772,0.7199999999999989,0.9831266691061568,4.225200000000115,0.5499999999999972,0.519999999999996,28.86500871398961,15.589934853262374,29.86186191113828,23.229245772220008,24.536846986799013,0.7326447273600767,223.34257883419156,1835.6827
7982,2017-11-28,84.07,85.06,84.02,84.88,21162639.0,1.2145244571429004,1.4212614338141392,-0.4134739533424772,83.65349999999991,84.94433041408213,82.36266958591767,0.2200670208983745,3558879.0,84.65333333333331,166.439474618388,93.61702127659552,70.96651746278773,54.71815748535485,103.46323741765349,72.67064571029555,69.58772895945785,6.382978723404482,6.405693950178174,167.73132519688016,1.1899999999999975,0.9979033355985741,4.128800000000112,1.0799999999999983,0.7199999999999989,39.07616148467342,13.311205758607974,49.18161969548061,30.644209750294465,26.281807776369142,1.204244664361509,226.8560887839362,1822.5931
7983,2017-11-29,84.71,84.9172,83.175,83.34,26401761.0,1.1134872624204917,1.3597065995354096,-0.4924386742298359,83.62599999999989,84.91904862123079,82.332951378769,0.2048528232590122,5239122.0,83.81073333333335,140.43533640204296,39.00709219858176,60.313375708052405,56.58323022625403,67.77366667164915,47.79829820221703,55.243020876481026,60.99290780141824,74.13793103448249,55.811802523008325,1.7421999999999969,1.0510673830558186,3.8942000000001262,-0.14280000000000825,-0.8449999999999989,32.15302987644594,21.672118690253633,19.472145391674058,27.452191362117205,26.61620308658287,-1.814326107445796,186.12078233635583,1825.5834
7984,2017-11-30,83.51,84.52,83.34,84.17,32074914.0,1.0878485798040884,1.3053349955891456,-0.43497283157011424,83.6754999999999,84.97245148633992,82.37854851365984,0.19223492390809216,5673153.0,84.01,135.8677730231831,68.4397163120568,63.02215590938721,58.729538787298424,71.60739015356475,57.25931571496907,60.08120514884658,31.5602836879432,39.03508771929826,81.06828201828017,1.1799999999999926,1.0602768556946882,3.838600000000113,-0.397199999999998,0.16500000000000625,27.62391792574594,18.619359677053406,19.472145391674065,25.17217822770488,26.203624555474878,0.995920326373878,191.85221129509895,1836.9282
7985,2017-12-01,83.6,84.81,83.22,84.26,29113662.0,1.0625436452208277,1.256776725515482,-0.3884661605893087,83.7294999999999,85.02951578938723,82.42948421061254,0.18167932150990115,-2961252.0,84.09666666666666,137.33837634940065,71.53024911032041,65.85818697636493,61.105754850320594,75.36305122845361,58.24404591992993,60.585208988860856,28.36879432624096,35.087719298245474,85.22703515965406,1.5900000000000034,1.0981142231450678,3.7582000000001017,0.29000000000000625,-0.12000000000000455,26.636998937262238,15.580758620878393,26.18860156453745,25.46258489537133,25.99189893830243,0.1069264583580809,198.03075435252092,1828.9277
7986,2017-12-04,84.42,84.4299,80.7,81.08,37977732.0,0.7769338686075002,1.1608081541338855,-0.7677485710527711,83.58099999999988,85.3284058968785,81.83359410312126,0.15829962890724728,8864070.0,82.06996666666667,116.4520963216799,8.715596330275126,46.81065676100165,56.34072215388094,27.750525975243093,29.46259643445137,40.75244433910105,91.28440366972488,91.28440366972488,-163.2692646538718,3.7299000000000007,1.2860989214918488,3.488800000000112,-0.3800999999999988,-2.519999999999996,19.71108493441604,37.65510684015194,31.279785794829397,27.12464229521649,26.31553989742073,-3.774032755755996,181.63393372048057,1832.9572
7987,2017-12-05,81.34,82.68,80.9801,81.59,25512120.0,0.5849953385701951,1.0456455910211475,-0.9213005049019048,83.45349999999988,85.39095655299977,81.51604344699999,0.1303880929298298,-12465612.0,81.75003333333333,107.94220547859648,20.412844036697265,38.01138585290018,50.23094338688735,13.572270784925875,35.58822546934361,43.96190200323474,79.58715596330273,79.58715596330273,-159.32276616781516,1.6999000000000135,1.3156561413852892,3.2512000000001113,-1.749899999999997,0.28009999999999025,16.699158978101448,31.90126862896205,31.27978579482941,28.311826152248763,26.88590739880017,0.6290083867785068,179.97028997098488,1846.4714
7988,2017-12-06,81.55,83.14,81.43,82.78,24821403.0,0.5228783097538638,0.9410921347676908,-0.8364276500276537,83.36899999999987,85.26679817018616,81.4712018298136,0.1063181179278318,-690717.0,82.45,73.49385051682417,47.7064220183486,41.24306457471632,47.23498378283034,29.259226158488275,48.186992754148896,50.75253748197253,52.2935779816514,50.67817509247836,-73.84268930893006,1.7099999999999935,1.343823559857768,2.9668000000001067,0.4599999999999938,0.4499000000000137,18.733340453889944,27.068250930379318,18.19786218029104,25.42212216026084,26.46768304493179,1.4585120725579162,159.0900555559,1845.1245
