index,Date,open,high,low,close,volume,macd,macds,macdh,boll,boll_ub,boll_lb,trix,volume_delta,middle,cr,rsv_9,kdjk,kdjd,kdjj,rsi_6,rsi_12,wr_10,wr_6,cci,tr,atr,dma,high_delta,low_delta,pdi,mdi,dx,adx,adxr,change,vr,prediction
5140,2017-11-02,1097.81,1101.94,1086.87,1094.22,3658748.0,30.509293530870647,17.840769138996226,25.337048783748852,1017.5575,1121.40620449994,913.7087955000603,0.3692102689201576,-64932.0,1094.3433333333332,225.36705481081486,82.17605589868367,78.45732745635819,66.94925548716411,101.4734713947463,75.10273473899161,73.20601801669912,17.82394410131633,18.523080912863023,86.56264417081955,16.810000000000173,21.72299906659881,51.751600000001076,-7.029999999999973,-9.870000000000116,55.55790339318596,15.734306492320956,55.859675222328576,58.03491369884901,48.14799400389904,-0.8571325021745513,151.32103957668204,1481.7346
5141,2017-11-03,1091.15,1112.68,1088.52,1111.6,3685172.0,33.185702127448174,20.909755736686613,24.551892781523105,1023.6585,1134.6762188844907,912.6407811155092,0.4276266841503319,26424.0,1104.2666666666667,222.5452058540823,92.908295836238,83.27431691631813,72.39094263021545,105.04106548852349,79.49157553610479,75.95017879828225,6.981096762118694,15.490033222591435,82.39333426912495,24.160000000000075,21.89707056184176,61.43760000000122,10.740000000000007,1.650000000000091,54.307099012183855,13.527995950120525,60.115052665178794,58.62923911780037,51.142635465013704,1.5883460364460422,154.50317266216862,1492.6245
5142,2017-11-06,1109.15,1125.41,1108.77,1120.66,3313857.0,35.62715385265915,23.85323535988113,23.54783698555605,1030.1419999999996,1148.0579207321268,912.2260792678728,0.4808261221600181,-371315.0,1118.28,229.63248827525825,97.01576930326068,87.85480104529897,77.54556210190995,108.47327893207701,81.52843702682426,77.27380687749299,2.961162022317809,12.324857291126044,83.57312758390444,16.6400000000001,21.521565521710208,73.36560000000135,12.730000000000016,20.25,55.77401857642229,11.92882633795583,64.76122575634193,60.381235300240824,53.782235417935745,0.8150413817920255,156.95153764405867,1492.1555
5143,2017-11-07,1124.74,1130.6,1117.5,1123.17,2623474.0,37.334192624802654,26.549426812865434,21.56953162387444,1036.9404999999997,1159.998536881191,913.8824631188085,0.5262518919273127,-690383.0,1123.7566666666667,246.43560292618585,95.41499537179891,90.37486582079895,81.82199667487295,107.48060411265098,82.11884411011127,77.64564199707384,4.52056461426128,16.990624285387224,77.77155910908017,13.099999999999907,20.92002512730233,84.54960000000119,5.189999999999827,8.730000000000018,53.035228005535544,10.635587063506279,66.59195566454265,62.155726832898495,56.17466153649652,0.223975157496481,175.5820115969169,1501.9883
5144,2017-11-09,1125.96,1129.62,1115.77,1129.13,3661411.0,38.721596875059966,28.983860825304347,19.47547209951123,1043.6469999999997,1171.603355733631,915.6906442663684,0.5639651988931279,1037937.0,1124.84,249.4095602360049,98.16364772017513,92.97112645392436,85.53837326789008,107.83663282599287,83.61144079603851,78.55455009782476,0.9071274298054924,3.361536702492109,70.81710732014928,13.849999999999907,20.415023332495014,96.67020000000142,-0.9800000000000182,-1.7300000000000182,47.1008619410393,10.575407072246325,63.32839397149529,62.49077458678329,57.97926526514989,0.530640953729189,201.69968703998381,1499.3701
5145,2017-11-10,1126.1,1131.75,1124.06,1125.35,2162985.0,39.065784286229466,31.000245517489372,16.131077537480206,1049.8679999999997,1181.1351513966436,918.6008486033558,0.5908530103099393,-1498426.0,1127.0533333333333,250.53092687086,85.73975044563264,90.56066778449377,87.2124714400913,97.25706047329872,78.61696466672198,76.40516327794063,7.881773399014884,14.260249554367368,67.62502985499378,7.690000000000055,19.50609309445966,108.80700000000128,2.130000000000109,8.289999999999964,44.17883676652049,9.592433004072351,64.32134466975748,63.01379461049019,59.4177022209614,-0.33477101839470835,181.6031032970337,1508.539
5146,2017-11-13,1123.0,1139.9,1122.34,1129.17,2897563.0,39.19498200966723,32.63919281592494,13.11157838748457,1056.1794999999997,1190.058808015603,922.3001919843964,0.6084449243151261,734578.0,1130.47,239.1097737506917,79.76617009240056,86.96250188712938,87.12914825577066,86.6292091498468,80.06131813183839,77.09606065613876,20.23382990759943,20.883612300506023,69.78037801572385,17.560000000000173,19.367086444855413,108.65760000000124,8.150000000000091,-1.7200000000000273,44.17403231193058,8.37311140307866,68.13105028699394,64.47586766091983,60.862892346663806,0.339449948904802,180.9494880439926,1509.4874
5147,2017-11-14,1130.11,1138.0,1123.89,1136.84,3042295.0,39.461390687464025,34.00363239023277,10.915516594462517,1062.7044999999996,1199.0539398459914,926.355060154008,0.6195893490674389,144732.0,1132.91,225.2500194448205,94.22968131246435,89.38489502890768,87.88106384681633,92.3925573930904,82.85211343343569,78.47653792425749,5.770318687535663,9.829746225506463,74.94578471733375,14.1099999999999,18.99158027022288,108.08480000000122,-1.900000000000091,1.550000000000182,39.04112514771237,7.400177730096942,68.13105028699394,65.52020555408386,62.19355326306953,0.6792599874243743,178.95396819655983,1520.4098
5148,2017-11-15,1127.01,1131.75,1121.63,1126.69,3897230.0,38.41072636736226,34.88505118565866,7.051350363407196,1068.5824999999998,1205.3427248847452,931.8222751152541,0.6200544045097842,854935.0,1126.69,204.04898909269176,75.08957194041113,84.61978733274216,86.79397167545827,80.27141864730996,67.78536882076388,72.19474121181486,24.91042805958889,54.74513054289258,65.32976986603158,15.209999999999807,18.72146739377837,106.99740000000122,-6.25,-2.259999999999991,34.32382161196404,8.115581447898162,61.75449764714711,64.44428900924478,62.83662061911961,-0.8928257274550377,152.7925389065804,1514.1686
5149,2017-11-16,1130.16,1138.16,1130.05,1137.29,2190456.0,37.99541128617306,35.507123205761545,4.9765761608230425,1075.5969999999998,1211.2851547170794,939.9088452829196,0.6154071655213452,-1706774.0,1135.1666666666667,223.07719231062276,94.9202024133902,88.0532590262915,87.21373412573601,89.73230882740249,73.76436734491857,74.51853123960394,4.92174240995685,10.816411106506903,97.45215077514187,11.470000000000026,18.203505437079922,106.96860000000108,6.410000000000082,8.419999999999845,35.28880751788125,7.2336350152851185,65.97733063126336,64.88230090125009,63.42110069972832,0.9408089181584868,172.54151019621352,1517.0541
